0307	184	प्रयोगरत्नभूषा	रघुनाथ नवहस्त	--	Paper	DN	8.2"x4"	6.2"x2.8"	10	33	21	धनश्याम जडिय	Good	--	--
0308	1123	प्रेताधानप्रयोग	बोधायन	--	Paper	DN	8.3"x3.8"	7.2"x2.8"	12	36	2	--	Good	--	--
0309	945	पुन:संधानविधि	--	--	Paper	DN	8.2"x4"	6.4"x2.8"	13	34	2	--	Good	--	--
0310	191	पुण्याहवाचन,मातृकापूजन, नन्दिश्राद्ध	--	--	Paper	DN	8.2"x4"	7"x2.8"	11	33	7	--	Poor	--	--
0311	--	पुण्याहवाचन,मातृकापूजन, नन्दिश्राद्ध	--	--	Paper	DN	8"x4.2"	5.8"x2.5"	8	22	12	--	Good	--	--
0312	693	पुण्याहवाचन इत्यादि	--	--	Paper	DN	7.5"x4"	6.5"x3"	10	26	176	--	Fair	--	--
0313	745	पुण्याहवाचन	--	--	Paper	DN	8.3"x3.9"	6.2"x2.6"	11	31	10	--	Good	shaka 1712	shaka 1712
0314	1467	पुण्याहवाचनविधि	--	--	Paper	DN	8.6"x4.2"	7"x2.9"	9	31	3	--	Good	--	--
0315	158	पुरूषसूक्त	--	--	Paper	DN	8"x4.2"	6"x3.3"	5	12	3	--	Good	--	--
0316	158a	पुरूषसूक्त	--	--	Paper	DN	8.5"x4.2"	6.5"x2.8"	8	27	2	--	Good	--	--
0317	154	ऋक्प्रातिशाख्य	शौनक	--	Paper	DN	8.2"x4"	6.7"x2.10"	19	50	12	--	Good	--	--
0318	392k	ऋक्प्रातिशाख्य	शौनक	--	Paper	DN	12"x4.2"	9.5"x2.4"	11	55	14	--	Good	shaka 1641	shaka 1641
0319	507	ऋग्वेदसंहिता प्रथमाष्टक	--	--	Paper	DN	8.1"x3.7"	5.8"x2.2"	9	29	108	--	Fair	shaka 1713	shaka 1713
0320	508	ऋग्वेदसंहिता तृतीयाष्टक	--	--	Paper	DN	8.3"x3.8"	6.2"x2.3"	8	27	108	--	Good	shaka 1713	shaka 1713
0321	509	ऋग्वेदसंहिता सप्तमाष्टक	--	--	Paper	DN	8.3"x3.8"	6.2"x2.7"	9	22	112	वैजनाथ नवाथ्ये	Good	shaka 1739	shaka 1739
0322	510	ऋग्वेदसंहिता अष्टमाष्टक	--	--	Paper	DN	8.1"x3.9"	6.2"x2"	8	25	113	S/o महादेव नाटेकर	Fair	shaka 1723	shaka 1723
0323	1446	ऋग्वेद (१.२४.१२-१.२५.१७६)	--	--	Paper	DN	8.4"x3.6"	6.6"x2.4"	9	32	14	--	Good	--	--
0324	1447	ऋग्वेदसंहिता चतुर्थाष्टक	--	--	Paper	DN	8.3"x4"	6.2"x2.1"	8	32	56	--	Good	--	--
0325	1448	ऋग्वेदसंहिता अष्टमाष्टक	--	--	Paper	DN	7.8"x3.8"	5.9"x2"	8	28	43	--	Good	--	--
0326	1502	ऋग्वेदसंहिता १०.१२७, १०.१२५	--	--	Paper	DN	8"x4.2"	6"x2.6"	9	27	1	--	Good	--	--
0327	464	ऋग्वेद पदपाठ प्रथमाष्टक	शाकल्य	--	Paper	DN	12.2"x4.2"	10"x2.5"	12	60	24	--	Good	--	--
0328	465	ऋग्वेद पदपाठ द्वितीयाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	9.5"x2.4"	11	46	22	--	Good	--	--
0329	466	ऋग्वेद पदपाठ तृतीयाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	10.2"x2.4"	10	66	45	--	Good	shaka(?) 1655	shaka(?) 1655
0330	467	ऋग्वेद पदपाठ चतुर्थाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	10.2"x2.4"	11	66	44	विश्वनाथ जडिय	Good	shaka 1655	shaka 1655
0331	468	ऋग्वेद पदपाठ पञ्चमाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	10.2"x2.4"	9	50	51	--	Good	shaka 1658	shaka 1658
0332	469	ऋग्वेद पदपाठ सप्तमाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	10.2"x2.4"	10	60	46	विश्वनाथ जडिय	Good	shaka 1655	shaka 1655
0333	470	ऋग्वेद पदपाठ अष्टमाष्टक	शाकल्य	--	Paper	DN	12"x4.2"	10.2"x2.4"	11	52	41	विश्वनाथ जडिय	Good	shaka 1656	shaka 1656
0334	475	ऋग्वेद पदपाठ i»तीयाष्टक	शाकल्य	--	Paper	DN	10.8"x4.5"	8.8"x2.8"	11	40	63	विश्वनाथ जडिय	Fair	V.S. 1730	V.S. 1730
0335	476	ऋग्वेद पदपाठ प्रथमाष्टक	शाकल्य	--	Paper	DN	10.8"x4.5"	8"x3"	10	34	71	विश्वनाथ देवस्थली	Good	V.S. 1737	V.S. 1737
0336	145	ऋग्विधान (ज्येष्ठ)	शौनक	--	Paper	DN	8.5"x4"	6"x2.7"	11	28	23	--	Good	shaka 1612	shaka 1612
0337	401	ऋग्विधान	शौनक	--	Paper	DN	10"x4.5"	7.6"x2.5"	10	36	41	सदाशिव जानी	Fair	--	--
0338	146	रुद्राध्याय	--	--	Paper	DN	8.5"x3.7"	6.5"x2.3"	9	31	13	दादोपन्त गौण्ड	Good	shaka 1694	shaka 1694
0339	147	रुद्राध्याय	--	--	Paper	DN	6"x4"	5"x2.8"	9	20	19	विठ्ठल भट्ट	Good	shaka 1702	shaka 1702
0340	244	सामानि	--	--	Paper	DN	10.4"x4.7"	8.2"x3"	6	30	२+२०=२२	--	Fair	--	--
0341	1367	सामोपासना	--	--	Paper	DN	8.2"x3.6"	6.2"x2.2"	9	35	7	name given but not readable	Poor	V.S. 1571	V.S. 1571
0342	961	संकल्पानुक्रम		--	Paper	DN	8"x3.8"	6"x2.4"	7	30	2	--	Good	--	--
0343	179	शांखायन गृह्यसूत्र	शांखायन	--	Paper	DN	7.2"x4.5"	5.2"x2.8"	9	19	48	हरिशंकर काशीदास	Good	V.S. 1781	V.S. 1781
0344	155	सर्वानुक्रम	कात्यायन	--	Paper	DN	8"x4"	6.5"x2.5"	9	32	33	विश्वनाथ सोमण	Good	shaka 1684	shaka 1684
0345	395	सर्वानुक्रम दीपिका सहित	कात्यायन	गणेश  दोखला	Paper	DN	11.8"x4.2"	9.5"x2.5"	11	50	21	--	Fair	--	--
0346	396	सर्वानुक्रम	कात्यायन	--	Paper	DN	11.8"x4.2"	9.8"x2.7"	12	58	17	घनश्याम जडिय	Good	shaka 1674	shaka 1674
0347	473	सर्वानुक्रम विवरणसहित	कात्यायन	जगन्नाथ	Paper	DN	12"x4.2"	9.5"x2.8"	11	44	29	--	Good	shaka 1700	shaka 1700
0348	392a	सर्वानुक्रम प्रथमाष्टक दीपिकासहित	कात्यायन	गणेश दोखला	Paper	DN	11.8"x4"	9.2"x2.2"	10	52	37	--	Good	--	--
0349	394	सर्वानुक्रमदीपिका	--	गणेश दोखला	Paper	DN	11.5"x4"	9.5"x2.4"	11	62	143	विठ्ठल राटकर 	Fair	shaka 1723	shaka 1723
0350	391	सर्वानुक्रमणीविवृत्ति (अनुवाकाक्रमणी)	--	सदगुरु	Paper	DN	12"x4.2"	10"x2.7"	13	50	6	बालकृष्ण  	Good	shaka 1691	shaka 1691
0351	335	सर्वपृष्टेष्टि	--	--	Paper	DN	8.2"x3.8"	6.4"x2.3"	9	27	5	--	Good	--	--
0352	1150	अ सर्वसम्मतशिक्षा, ब स्वरांकुश, क ऋग्वेदसूक्तसंख्या	--	--	Paper	DN	8.4"x4"	6.5"x3"	20	58	3	--	Good	ba shaka 1637	ba shaka 1637
0353	304	सौमिकव्याख्या	--	--	Paper	DN	8.3"x4"	6"x2.4"	10	27	14	--	Good	--	--
0354	167	सौरमन्त्राः	--	--	Paper	DN	6.2"x4.1"	4.1"x3.5"	12	20	5	--	Fair	--	--
0355	810	सौरमन्त्राः	--	--	Paper	DN	8.1"x3.9"	6.2"x2.4"	10	33	4	--	Good	--	--
0356	556	शिक्षाध्याय लघुदीपिकासहित	--	--	Paper	DN	9.4"x4.5"	7.1"x2.9"	12	42	17	--	Poor	--	--
0357	826	शिक्षाध्याय	--	--	Paper	DN	11"x5.1"	8.7"x3.9"	14	37	2	--	Good	--	--
0358	458	शिक्षाध्याय	--	--	Paper	DN	8"x4.8"	6.2"x2.8"	7	22	8	--	Fair	--	--
0359	1155	शिवाथर्वशीर्ष	--	--	Paper	DN	6.6"x4.4"	5"x2.8"	8	18	12	--	Good	--	--
0360	1501	सोमयज्ञप्रयोग	--	--	Paper	DN	8.3"x4.1"	7"x2.5"	8	25	44	--	Good	--	--
0361	343	सोमसप्तसंस्थापद्धति	गोवर्धन दीक्षित	--	Paper	DN	8.5"x4"	6.5"x2.8"	7	25	24	--	Good	--	--
0362	159	श्रीसूक्त	--	--	Paper	DN	6.7"x4.2"	5.3"x3.3"	8	14	4	--	Good	--	--
0363	1507	श्रीसूक्त	--	--	Paper	DN	5.8"x4.2"	4"x2.7"	9	17	2	--	Good	--	--
0364	1169	श्रीसूक्तविधि	--	--	Paper	DN	8"x4"	6.5"x3.2"	15	48	2	--	Good	--	--
0365	740	स्थालीपाक	--	--	Paper	DN	8.2"x3.9"	6.3"x2.4"	13	39	6	--	Good	--	--
0366	1504	स्थालीपाक	--	--	Paper	DN	8.1"x4"	5.7"x2.7"	9	24	3	--	Fair	--	--
0367	186	स्थालीपाक	--	--	Paper	DN	8.5"x4"	6.8"x2.6"	10	28	8	विनायक शेजवलिकर	Good	shaka 1768	shaka 1768
0368	209	स्थालीपाकप्रयोग	--	--	Paper	DN	8.5"x4.2"	6.5"x3.2"	12	32	5	--	Good	--	--
0369	730	सूक्तप्रतीकानि	--	--	Paper	DN	12.1"x4.2"	9.4"x2.4"	11	54	8	--	Good	--	--
0370	1182	सूर्याथर्वशीर्ष	--	--	Paper	DN	6.5"x4.3"	4.6"x2.7"	7	16	6	--	Good	--	--
0371	1524	तैतिरीय-उपनिषद्	--	--	Paper	DN	6.6"x3.8"	5.2"x3"	9	20	31	--	Poor	shaka1745	shaka1745
0372	1526	तैतिरीय-उपनिषद्	--	--	Paper	DN	10.9"x5.4"	9"x4"	16	40	2	--	Good	--	--
0373	819	त्रिकाण्डमण्डल	भास्कर  मिश्र	--	Paper	DN	11"x5.1"	9"x3.5"	13	44	18	--	Good	--	--
0374	1125	उत्तरशान्ति	--	--	Paper	DN	4.9"x3.5"	3.6"x2.5"	8	14	9	--	Good	--	--
0375	653	वर्णक्रमलक्षण	जगन्नाथ	--	Paper	DN	11"x4.2"	9"x2.6"	10	42	1	--	Good	--	--
0376	1276	वेदार्थप्रकाश	महव	--	Paper	DN	9.4"x4.6"	7.2"x3"	12	38	12	--	Good	--	--
0377	1552	वेदार्थप्रकाश	महव	--	Paper	DN	9.4"x4.5"	7"x2.8"	12	38	26	--	Good	--	--
0378	832	वैदिकमन्त्र-टीका	--	--	Paper	DN	8.4"x4.2"	6.6"x2.5"	10	44	32	--	Good	--	--
0379	101	विधुराधानप्रयोग	गोविन्द	--	Paper	DN	11.5"x4.8"	9"x3.3"	15	47	2	महादेव जोगलेकर	Good	shaka 1749	shaka 1749
0380	1226	यजमानप्रयोग	--	--	Paper	DN	8.4"x4.1"	7.7"x3.5"	9	30	2	--	Good	--	--
0381	180	यज्ञतंत्रसुधानिधि	सायण	--	Paper	DN	8.2"x4"	6.4"x2.5"	11	32	45	गंगाधर चिञ्चलीअकर	Good	shaka 1749	shaka 1749
0382	181	यज्ञतंत्रसुधानिधि	सायण	--	Paper	DN	8"x3.7"	6.2"x2.4"	10	36	35	व	Good	shaka 1697	shaka 1697
0383	383	यज्ञतंत्रसुधानिधि	सायण	--	Paper	DN	8.5"x4.2"	6.5"x2.6"	12	40	73	--	Good	--	--
0384	385	यज्ञतंत्रसुधानिधि	सायण	--	Paper	DN	8.5"x4.2"	6.5"x2.4"	10	34	49	--	Good	shaka 1703	shaka 1703
0385	86	आचारदीप	नागदेव	--	Paper	DN	9"x5"	7.5"x4"	16	42	40	--	Poor	--	--
0386	190	आचारदीप	कमलाकर भट्ट	--	Paper	DN	8"x3.8"	6.6"x3"	13	27	32	--	Fair	--	--
0387	251	आचारदीप	नागदेव	--	Paper	DN	9.5"x6.2"	7.2"x4.7"	17	22	11	--	Good	--	--
0388	932	आचारदीप	नागदेव	--	Paper	DN	8.7"x4"	7.3"x2.5"	10	34	1	रत्नाकरव्यास 	Poor	V.S. 1561	V.S. 1561
0389	960	अद्भुतशान्तिप्रयोग	--	--	Paper	DN	8.5"x4.2"	7"x2.7"	12	32	3	केशव	Good	shaka 1706	shaka 1706
0390	217	अग्निष्टोमप्रयोग	गोविंद शेष	--	Paper	DN	10.5"x4.2"	8"x2.6"	8	30	63	--	--	--	--
0391	182	अग्न्याधानप्रयोग	शेष	--	Paper	DN	8.5"x4"	6.8"x2.5"	11	37	27	--	Good	--	--
0392	1236	अजपागायत्री	--	--	Paper	DN	8.3"x4.1"	7.2"x3.2"	11	28	5	--	Fair	--	--
0393	402	अमृतपञ्चरात्र	--	--	Paper	DN	9.8"x4.5"	8"x3.3"	10	35	12	--	Fair	--	--
0394	1240	अन्त्येष्टि	--	--	Paper	DN	11.2"x5.3"	8.2"x3.2"	8	30	28	--	Good	--	--
0395	41	अन्त्येष्टिपद्धति	--	--	Paper	DN	10.5"x5.5"	8"x4"	13	32	61	--	Good	shaka 1718	shaka 1718
0396	384	अन्त्येष्टिपद्धति	अनन्तदेव	--	Paper	DN	8.2"x4"	6.8"x3"	18	62	5	--	Good	--	--
0397	387	अन्त्येष्टिपद्धति	नारायण भट्ट	--	Paper	DN	8.5"x4.2"	6.5"x2.3"	10	30	10	दामोदर	Good	shaka 1651	shaka 1651
0398	648	अन्त्येष्टिप्रयोग		--	Paper	DN	9.3"x5.1"	6.5"x3"	9	30	70	--	Poor	--	--
0399	276	आराधनप्रयोग	तोरो रुद्रदेव	--	Paper	DN	8"x4.2"	6.4"x2.8"	11	27	4	--	Good	--	--
0400	699	आशौचनिर्णय	त्र्यम्बक	--	Paper	DN	8.7"x3.4"	7"x2"	8	30	13	--	Good	--	--
0401	929	आशौचनिर्णय शुद्धचन्द्रिकासहित्त	कौषिकादित्य	--	Paper	DN	8.8"x5"	7"x4"	12	28	12	--	Good	--	--
0402	963	आशौचविशेषनिर्णय	नंद पंडित	--	Paper	DN	6"x3.6"	5.4"x2.8"	7	26	1	--	Good	--	--
0403	665	आशौचेन्दुशेखर	नागोजी भट्ट	--	Paper	DN	11.9"x4.1"	10"x2.7"	14	56	16	घनश्याम	Fair	shaka 1734	shaka 1734
0404	292	अस्थिक्षेपप्रकार	--	--	Paper	DN	6"x4"	4"x2.4"	8	16	4	--	Good	--	--
0405	609	अस्थिप्रक्षेपविधि	--	--	Paper	DN	12"x4.1"	9.3"x2.4"	11	56	3	--	Good	--	--
0406	964	अस्थ्युद्धरण	--	--	Paper	DN	8.2"x4"	6.1"x2.7"	9	31	2	--	Good	--	--
0407	273	अश्वदान	--	--	Paper	DN	8.2"x4"	7.7"x3.6"	13	42	1	--	Good	--	--
0408	44	आश्वलायनप्रायश्चित्त	--	--	Paper	DN	10.5"x5"	8.2"x3.3"	12	50	9	--	Good	--	--
0409	102	आतुरसँन्यासविधि	--	--	Paper	DN	9.5"x4.5"	7.2"x3"	10	27	8	--	Good	--	--
0410	420	भगवन्तभास्कर (प्रायश्चित्तमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.2"x5.2"	9.5"x3.5"	10	40	137	--	Good	--	--
0411	620	भगवन्तभास्कर (प्रायश्चित्तमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.3"x5.2"	9.3"x3.6"	11	43	26	--	Good	--	--
0412	621	भगवन्तभास्कर (दानमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	38	70	--	Good	--	--
0413	622	भगवन्तभास्कर (समयमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	116	--	Good	--	--
0414	623	भगवन्तभास्कर (व्यवहारमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	92	--	Good	--	--
0415	624	भगवन्तभास्कर (शुद्धिमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	32	--	Good	--	--
0416	625	भगवन्तभास्कर (नीतिमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	74	--	Good	--	--
0417	626	भगवन्तभास्कर (आचारमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	73	--	Good	--	--
0418	627	भगवन्तभास्कर (उत्सर्गमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.4"x5.1"	9.3"x3.4"	10	42	20	--	Good	--	--
0419	792	भगवन्तभास्कर (दानमयूख)	नीलकंठ भट्ट	--	Paper	DN	11.3"x5.1"	9.2"x3.5"	10	42	113	--	Good	--	--
0420	818	भगवन्तभास्कर (उत्सर्गमयूख)	नीलकंठ भट्ट	--	Paper	DN	11"x5.3"	8.5"x3.5"	11	32	23	--	Fair	--	--
0421	1419	भगवन्तभास्कर (प्रतिष्ठामयूख)	नीलकंठ भट्ट	--	Paper	DN	11.3"x5.2"	9.3"x3.3"	10	42	36	--	Fair	--	--
0422	1453	भगवन्तभास्कर (समयमयूख)	नीलकंठ भट्ट	--	Paper	DN	16"x9.9"	15"x8.6"	60	50	1	--	Good	--	--
0423	221	भाविप्रायश्चित्त	--	--	Paper	DN	10.5"x4.2"	8.3"x2.8"	8	38	46	--	Fair	--	--
0424	1265a	अ ब्रह्मकूर्च, ब अस्पृश्यस्पर्शदोषप्रायश्चित्त	--	--	Paper	DN	8.2"x4.1"	6.8"x3"	11	32	2	--	Good	--	--
0425	977	ब्रह्मयज्ञ-देवर्ष्याचार्यतर्पण	--	--	Paper	DN	10"x4.3"	8.8"x3.5"	10	26	2	--	Good	--	--
0426	1266	ब्रह्मयज्ञ	--	--	Paper	DN	4.4"x3.2"	4.2"x2.7"	6	14	11	--	Fair	--	--
0427	1267	ब्रह्मयज्ञ	--	--	Paper	DN	4"3.1"	2.8"x2"	8	12	11	--	Fair	V.S. 1844	V.S. 1844
0428	608	चलप्रतिष्ठा	--	--	Paper	DN	11.6"x4"	10"x2.5"	9	36	3	भास्कर सप्त्य	Fair	--	--
0429	1119	चलप्रतिष्ठा	--	--	Paper	DN	9.1"x4.7"	7.7"x3.3"	11	34	5	--	Good	--	--
0430	214	चलप्रतिष्ठासरणि	श्यामसुंदर	--	Paper	DN	8.5"x4.8"	7"x4"	12	34	8	--	Good	--	--
0431	776	चलार्चापद्धति	अनन्तदेव	--	Paper	DN	8.2"x3.9"	6"x2.6"	12	32	2	विष्णु हडकर	Good	--	--
0432	4	चतुर्विंशतिमतव्याख्या (आह्निक)	भट्टोजी दीक्षित	--	Paper	DN	8.5"x4"	6.6"x2.9"	13	32	63	--	Fair	shaka 1623	shaka 1623
0433	337	दाहविधि	--	--	Paper	DN	8.5"x4"	7.2"x3.4"	12	30	2	--	Good	--	--
0434	422	दानचन्द्रिका	दिवाकर भट्ट काल	--	Paper	DN	11"x5.2"	8.2"x3.3"	9	28	144	--	Good	--	--
0435	998	दत्तपुत्रविधान	--	--	Paper	DN	8"x4"	5.5"x2.7"	10	22	2	--	Good	--	--
0436	814	दायादभाग	--	--	Paper	DN	8.3"x6"	6.8"x5"	20	36	3	--	Good	--	--
0437	1289	दायविभाग	--	--	Paper	DN	8.2"x6"	7.3"x5.2"	15	38	11	--	Good	--	--
0438	991	दायविभाग	--	--	Paper	DN	11.8"x4.1"	10.4"x3"	12	50	2	--	Good	--	--
0439	178	धनिष्ठापञ्चकशान्ति	--	--	Paper	DN	8.2"x4"	6.2"x2.8"	10	25	2	--	Good	--	--
0440	299	धनिष्ठापञ्चकशान्ति	--	--	Paper	DN	8"x4"	6"x2.5"	10	30	3	--	Good	--	--
0441	9	धर्मद्वैतनिर्णय	शंकर भट्ट	--	Paper	DN	11.9"x4.3"	9.5"x2.3"	10	45	153	--	Good	--	--
0442	370	धर्मप्रवृत्ति	नारायणभट्ट	--	Paper	DN	10"x4.5"	7.8"x3.5"	11	25	४+२००=२०४	प्राणजीवन	Good	V.S. 1809	V.S. 1809
0443	1146	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	8.2"x4"	7.4"x3"	13	48	3	--	Good	--	--
0444	1423	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	12"x4.2"	10"x2.7"	9	46	6	--	Good	--	--
0445	1471	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	10.7"x3.7"	9.1"x2.6"	11	38	10	--	Good	--	--
0446	204	धर्मशास्त्रसार	शिव भट्ट	--	Paper	DN	11.5"x4"	9"x2.4"	10	45	18	--	Good	--	--
0447	218	धर्मशास्त्रसार	शिव भट्ट	--	Paper	DN	10"x4.5"	8.2"x3.2"	11	28	19	--	Fair	V.S. 1853	V.S. 1853
0448	203	अ धर्मशास्त्रसुधानिधि, ब श्राद्धचन्द्रिका अनुक्रमणिका सहित	अ. दिवाकर, ब.वैजनाथ	--	Paper	DN	12"x4.2"	10"x2.7"	11	38	74	कृष्णभट्ट शेख्ये & नागेश्वर गोठणकर	Good	shaka 1739	shaka 1739
0449	222	धर्मसिन्धुसार	काशीनाथ उपाध्याय	--	Paper	DN	11.8"x4.2"	9.5"x2.5"	11	52	१०+२१+५४+१२३+८१=289	--	Good	--	--
0450	925	धर्मशास्त्रवचनानि	--	--	Paper	DN	11.8"x4.2"	10"x3"	14	60	7	--	Good	--	--
0451	85	दिनकरोद्योत (प्रायश्चित्तोद्योत)	दिनकर भट्ट	--	Paper	DN	11"x4"	9"x2.5"	10	48	92	--	Fair	--	--
0452	94	दिनकरोद्योत (संस्कार)	दिनकर & गागा भट्ट 	--	Paper	DN	12"x4.2"	9.5"x2.3"	10	42	44	--	Good	--	--
0453	121	दिनकरोद्योत (प्रायश्चित्तोद्योत)	दिनकर	--	Paper	DN	12"x4"	9.5"x2.5"	11	52	9	--	Good	--	--
0454	881	दिनकरोद्योत (काल)	दिनकर	--	Paper	DN	12"x4.2"	10.2"x2.8"	12	52	36	--	Good	--	--
0455	1296	दिनकरोद्योत (संस्कार)	दिनकर & गागा भट्ट	--	Paper	DN	11"x4"	9"x2.5"	11	48	119	--	Poor	--	--
0456	19	एकादशीहोमकरणनिर्णय	--	--	Paper	DN	10.4"x4.7"	8.2"x3"	12	48	7	--	Good	--	--
0457	122	एकादशीनिर्णय	राघव	--	Paper	DN	9.5"x4.8"	8.5"x3.3"	11	34	1	--	Good	--	--
0458	1297	एकादशीनिर्णय	--	--	Paper	DN	12"x4.3"	10"x3.2"	12	48	2	--	Good	--	--
0459	1016	गर्भाधानप्रयोग	--	--	Paper	DN	8"x4"	6.1"x2.5"	9	35	4	काशीनाथ	Good	--	--
0460	1017	गर्भाधानप्रयोग	--	--	Paper	DN	8.3"x4.1"	6.1"x2.7"	12	30	2	--	Good	--	--
0461	1018	गर्भोत्पत्तिप्रायश्चित्त	रघुनाथ देवस्थली	--	Paper	DN	13"x12.5"	11.2"x11"	43	60	1	महम्ल	Poor	shaka 1646	shaka 1646
0462	1032	अ गायत्रीशापमोचन, ब अस्त्रोपहरण	--	--	Paper	DN	8.2"x4"	7"x3"	9	28	2	--	Fair	--	--
0463	1537	गयाश्राद्ध	--	--	Paper	DN	8"x3"	7.7"x2.6"	10	38	2	--	Good	--	--
0464	111	गोमुखप्रसव	--	--	Paper	DN	8.2"x4"	8"x3"	13	42	2	--	Poor	--	--
0465	1025	गोमुखप्रसवशान्ति	--	--	Paper	DN	7.7"x4"	6.2"x2.6"	7	21	5	--	Good	--	--
0466	237	ग्रहदानप्रयोग	--	--	Paper	DN	8.4"x4.1"	7"x3.1"	14	35	2	--	Good	--	--
0467	294	ग्रहदानप्रयोग	--	--	Paper	DN	8.4"x4.4"	6.4"x2.7"	11	27	9	--	Good	shaka 1733	shaka 1733
0468	165	ग्रहमख	--	--	Paper	DN	8.2"x4"	6.3"x2.5"	8	27	12	--	Fair	--	--
0469	213	ग्रहमख	--	--	Paper	DN	9"x4.8"	6.6"x2.8"	10	32	15	--	Good	--	--
0470	739	ग्रहमख	--	--	Paper	DN	8.1"x4"	7"x2.8"	13	30	8	--	Good	shaka 1712	shaka 1712
0471	1456	ग्रहणशान्ति	--	--	Paper	DN	7.9"x3.9"	6.9"x3"	14	40	12	--	Poor	--	--
0472	215	ग्रहशान्तिविधि	--	--	Paper	DN	10.2"x4.8"	8"x3"	9	35	7	--	Good	--	--
0473	760	गृहप्रवेशविधि	--	--	Paper	DN	11.9"x4"	9.8"x2.2"	11	56	2	--	Good	--	--
0474	302	गृह्यसंस्कारमन्त्राः	--	--	Paper	DN	8.2"x4.4"	6.5"x2.8"	10	25	128	--	Good	--	--
0475	92	गृह्याग्निसार	नारायण भट्ट	--	Paper	DN	12"x4.2"	9.3"x2.5"	10	48	39	--	Good	--	--
0476	199	हिमाद्रिप्रयोग	--	--	Paper	DN	10"x6"	7.6"x4"	11	32	4	--	Good	--	--
0477	163	जलशान्ति-प्रतिसरबन्ध	--	--	Paper	DN	8.5"x4"	6.8"x2.5"	9	25	26	--	Good	--	--
0478	204a	जलाशयाद्युत्सर्गविधि सटीक	--	--	Paper	DN	11.2"x4"	9.4"x2.2"	9	40	5	--	Good	--	--
0479	178a	जलाशयप्रतिष्ठा-जलोत्सर्गविधि	--	--	Paper	DN	8.2"x4"	7"x3"	12	28	1	--	Fair	shaka 1682 (?)	shaka 1682 (?)
0480	59	जन्माष्टमीनिर्णय	विठ्ठल दीक्षित	--	Paper	DN	8.7"x3.2"	7.7"x2.2"	10	42	4	चिंतामणि	Good	--	--
0481	1325	जन्माष्टमीनिर्णय	--	--	Paper	DN	8.1"x3.8"	8.1"x3.8"	14	40	1	--	Poor	--	--
0482	1048	जातिविवेकपद्धति	रघुनाथ देवस्थली	--	Paper	DN	13"x12.2"	10.8"x11.2"	44	64	1	--	Fair	shaka 1654	shaka 1654
0483	193	ज्वरशान्ति	--	--	Paper	DN	8.2"x4"	7"x3"	9	25	4	कर्बेलकर	Good	--	--
0484	18	कालनिर्णय	आदित्य भट्ट	--	Paper	DN	9.9"x3.9"	8"x2.6"	9	30	202	--	Poor	--	--
0485	1330	कालनिर्णयसटीक	--	--	Paper	DN	11.8"x4.2"	10"x2.6"	10	Text:४६, Com:६०	4	--	Fair	--	--
0486	219	कालनिर्णयदीपिका	रामचन्द्र	--	Paper	DN	8.2"x4"	7.2"x3.2"	11	36	13	--	Good	--	--
0487	369	कालनिर्णयदीपिका	रामचन्द्र	--	Paper	DN	9"x4.7"	7"x3"	8	29	48	राहियाक अध्यापक	Good	V.S. 1753	V.S. 1753
0488	17	कालनिर्णयसिद्धान्त सटीक	महादेव	रघुराम	Paper	DN	10.2"x4.5"	7.5"x3"	10	35	124	--	Good	--	--
0489	786	कालनिर्णयसिद्धान्त-टीका	--	रघुराम	Paper	DN	11.4"x5.2"	9"x3.4"	10	38	102	--	Fair	--	--
0490	18	कालतंरग	चलारी नरसिंहाचार्य	--	Paper	DN	10.2"x4.7"	8.2"x3.2"	12	46	28	मनसुखराम मेवादा भट्ट	Fair	V.S. 1858	V.S. 1858
0491	214 a	कलशप्रतिष्ठा - ध्वजारोपणमहिमा	श्यामसुन्दर	--	Paper	DN	8"x5.2"	6.5"x4"	11	24	3	--	Good	--	--
0492	26	कर्मप्रदीप	कात्यायन	--	Paper	DN	10"x4.5"	8.5"x3"	10	34	25	--	Good	V.S. 1607	V.S. 1607
0493	891	कर्मविपाक	--	--	Paper	DN	8.5"x5.2"	7"x4.2"	17	40	9	--	Fair	--	--
