0098	982	चन्द्रालोकपद्यसूची	--	--	Paper	DN	8.4"x4"	7.8"x3.4"	18	48	2	--	Fair	--	Margins torn, text damaged.	Rhetorics
0099	1341	काव्यालङ्कार	रुद्रट	--	Paper	DN	9.6"x4.4"	8"x3.3"	14	36	34	केशवजी s/o गोविन्द आचार्य	Poor	V.S. 1715	Foll. 1-21 missing. Begins abruptly. Margins torn, text damaged.	Rhetorics
0100	1342	काव्यपरीक्षा (?) सटीक	वागीश	--	Paper	DN	10.2"x4.4"	8.9"x3.5"	17	36	2	--	Good	--	Ends abruptly. Foll. a has the title काव्यप्रकाश.	Rhetorics
0101	1343A	काव्यप्रकाश (संक्षेप)	--	--	Paper	DN	10.2"x4.4"	8.7"x3.2"	11	42	46	--	Good	--	Foll. 1-2 missing. Begins & ends abruptly.	Rhetorics
0102	356	कुवलयानन्द	अप्पय्य दीक्षित	--	Paper	DN	9.5"x4.2"	7.5"x2.8"	10	35	9	--	Poor	--	Foll. 5,7,9 have two pieces stiched together, out of which one missing on 9. Text damaged on 5a,9a. Left margin has the word चन्द्रालोक. The ms. contains only कारिकाs.	Rhetorics
0103	1350	कुवलयानन्द	अप्पय्य दीक्षित	--	Paper	DN	9.1"x4.2"	7.6"x2.7"	9	32	9	--	Good	--	Foll. 1-5 missing. Begins & ends abruptly. कारिकाs only from असंगति to विवृतोक्ति.	Rhetorics
0104	594	कुवलयानन्द	अप्पय्य दीक्षित	--	Paper	DN	9.1"x4.1"	7.7"x2.8"	10	36	3	--	Good	--	Ends abruptly.	Rhetorics
0105	778	कुवलयानन्द	अप्पय्य दीक्षित	--	Paper	DN	9.5"x4.2"	7.6"x2.6"	10	32	18	--	Poor	--	Ends abruptly.	Rhetorics
0106	1080	मङ्गलवाद	--	--	Paper	DN	8.5"x4.2"	6.6"x2.5"	11	37	6	--	Good	shaka 1653	--	Rhetorics
0107	79	रसतरङ्गिणीनौका	--	गंगाराम जडे	Paper	DN	9.8"x4.8"	7.2"x2.6"	9	33	180	गङ्गाराम	Good	shaka 1801	Foll. 1-17 has text & com. both & has a different hand. Remaining foll. quotes text by प्रतिकड.	Rhetorics
0108	640a	रसतरङ्गिणी	भानुदत्त	--	Paper	DN	8.3"x4"	7"x3"	12	33	36	--	Good	--	--	Rhetorics
0109	874	रसतरङ्गिणी	भानुदत्त	--	Paper	DN	11.9"x5.5"	8.9"x3"	14	45	22	बालकृष्ण	Good	shaka 1659	--	Rhetorics
0110	1444	रसतरङ्गिणी	भानुदत्त	--	Paper	DN	11"x5"	9"x3.3"	12	32	22	--	Good	--	Foll. 9-17 missing. Ends abruptly.	Rhetorics
0111	1459	अलङ्कारग्रंथ	बलभद्र	--	Paper	DN	10.2"x3.2"	9"x2.3"	9	44	25	--	Fair	--	Foll. 1-19 missing. Some foll. have pieces stiched together which are last, text damaged on 20,22,23. Begins, ends aburptly.	Rhetorics
0112	552	वाग्भटालङ्कार	वाग्भट	--	Paper	DN	9.5"x4.2"	8.2"x3.2"	13	42	11	केशवजी s/o गोविन्द आचार्य	Good	--	--	Rhetorics
0113	878	वाग्भटालङ्कार	वाग्भट	--	Paper	DN	12.2"x5.8"	10.2"x3.7"	14	48	9	बालकृष्ण जडिय 	Fair	shaka 1662	Last folio moth-eaten; text slightly damaged.	Rhetorics
0114	559	वाग्भटालङ्कारटीका 	--	जिनवर्धन सूरि	Paper	DN	10"x4.4"	7.8"x2.4"	8	33	41	--	Good	--	Ends abruptly.	Rhetorics
0115	784+1555	विचारदीप 	भागवत कवि	--	Paper	DN	10.5"x5.5"	8.5"x4"	15	37	20	--	Good	V.S. 1860	Foll. 9-17,19-20 not numbered. 18,19 bear no.s 2,3.	Rhetorics
0116	880A	अञ्जननिदान	अग्निवेश	--	Paper	DN	11.8"x4.4"	9"x2.6"	10	42	9	--	Good	--	Foll. 1-2 missing. Begins abruptly.	Medicine
0117	1239	अञ्जननिदान	अग्निवेश	--	Paper	DN	11.7"x4.2"	10.7"x3"	11	50	2	--	Good	--	Ends abruptly.	Medicine
