114	436	814	Dharmshastra Lit & Ritual	दायादभाग	--	--	Paper	DN	"8.3""x6"""	"6.8""x5"""	20	36	3	--	Good	--	According  to मिताक्षरा, मयूख  and other निबन्धs. Ends abruptly.
115	433	337	Dharmshastra Lit & Ritual	दाहविधि	--	--	Paper	DN	"8.5""x4"""	"7.2""x3.4"""	12	30	2	--	Good	--	According  to आश्वलायन.
116	454	881	Dharmshastra Lit & Ritual	दिनकरोद्योत (काल)	दिनकर	--	Paper	DN	"12""x4.2"""	"10.2""x2.8"""	12	52	36	--	Good	--	Ends abruptly.
117	451	85	Dharmshastra Lit & Ritual	दिनकरोद्योत (प्रायश्चित्तोद्योत)	दिनकर भट्ट	--	Paper	DN	"11""x4"""	"9""x2.5"""	10	48	92	--	Fair	--	F. 1 text damaged. F. 39 missing.
118	453	121	Dharmshastra Lit & Ritual	दिनकरोद्योत (प्रायश्चित्तोद्योत)	दिनकर	--	Paper	DN	"12""x4"""	"9.5""x2.5"""	11	52	9	--	Good	--	Ends abruptly.
119	452	94	Dharmshastra Lit & Ritual	दिनकरोद्योत (संस्कार)	दिनकर & गागा भट्ट 	--	Paper	DN	"12""x4.2"""	"9.5""x2.3"""	10	42	44	--	Good	--	Ends abruptly. It appears from the first verse that the work is finished by गागा भट्ट S/O दिनकर.
120	455	1296	Dharmshastra Lit & Ritual	दिनकरोद्योत (संस्कार)	दिनकर & गागा भट्ट	--	Paper	DN	"11""x4"""	"9""x2.5"""	11	48	119	--	Poor	--	Foll. 1-11,111 missing. Foll. 77,83,113-115 torn; text damaged. Begins & ends abruptly.
121	439	178	Dharmshastra Lit & Ritual	धनिष्ठापञ्चकशान्ति	--	--	Paper	DN	"8.2""x4"""	"6.2""x2.8"""	10	25	2	--	Good	--	Ends abruptly.
122	440	299	Dharmshastra Lit & Ritual	धनिष्ठापञ्चकशान्ति	--	--	Paper	DN	"8""x4"""	"6""x2.5"""	10	30	3	--	Good	--	--
123	441	9	Dharmshastra Lit & Ritual	धर्मद्वैतनिर्णय	शङ्कर भट्ट	--	Paper	DN	"11.9""x4.3"""	"9.5""x2.3"""	10	45	153	--	Good	--	First 4 foll. contain index.
124	442	370	Dharmshastra Lit & Ritual	धर्मप्रवृत्ति	नारायणभट्ट	--	Paper	DN	"10""x4.5"""	"7.8""x3.5"""	11	25	4+200=204	प्राणजीवन	Good	V.S. 1809	A work containing rules about प्रायश्चित्त, सन्न्यास etc. Beginning and ends do not appear regular.
125	443	1146	Dharmshastra Lit & Ritual	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	"8.2""x4"""	"7.4""x3"""	13	48	3	--	Good	--	Ends abruptly. Beginning also not regular.
126	444	1423	Dharmshastra Lit & Ritual	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	"12""x4.2"""	"10""x2.7"""	9	46	6	--	Good	--	F.1 missing. Begins and  ends abruptly.
127	445	1471	Dharmshastra Lit & Ritual	धर्मशास्त्रग्रन्थ	--	--	Paper	DN	"10.7""x3.7"""	"9.1""x2.6"""	11	38	10	--	Good	--	Owner: जडियs.
128	450	925	Dharmshastra Lit & Ritual	धर्मशास्त्रवचनानि	--	--	Paper	DN	"11.8""x4.2"""	"10""x3"""	14	60	7	--	Good	--	Ends abruptly.
